,stemmedComment
1651,"['kalo', 'sudah', 'kena', 'wabah', 'nafsu', 'dunia', 'begini', 'deh', 'musibah', 'saja', 'hitung', 'untung', 'rugi', 'dan', 'hanya', 'karena', 'pihak', 'oposisi', 'yang', 'ngusulin', 'status', 'bencana', 'nasional', 'kuasa', 'enggak', 'mau', 'netetapin', 'bencana', 'nasional', 'takut', 'anggap', 'telat', 'mikir', 'mana', 'hati', 'nurani', 'kalian', 'wahai', 'kuasa', 'tgbkenapa', 'hati', 'anda', 'mulai', 'keras']"
1652,"['pak', 'tgb', 'jangan', 'pengaruh', 'orang', 'yang', 'sedang', 'manfaat', 'di', 'tengah', 'musibah', 'demi', 'kuasa', 'alias', 'kampanye', 'perintah', 'pusat', 'beri', 'bantu', 'cara', 'total', 'kelompok', 'mereka', 'mengunakan', 'segala', 'cara', 'untuk', 'mejantuhkan', 'citra', 'pemerintahaan', 'saat', 'ini']"
1653,"['mesti', 'semua', 'ikut', 'arah', 'bapak', 'ketua', 'mpr', 'yang', 'mrpkn', 'lembaga', 'tinggi', 'di', 'indonesia', 'bos']"
1654,"['aneh', 'malah', 'ngeributin', 'status', 'harus', 'meminta', 'bantu', 'dan', 'baik', 'tingkat', 'bukan', 'status', 'nya']"
1655,"['tgb', 'cari', 'panggung', 'di', 'atas', 'musibah', 'yang', 'alami', 'masyarakat']"
1656,"['bencana', 'ini', 'mjdi', 'isyarat', 'ke', 'tgb', 'agar', 'kembali', 'juang', 'untuk', 'agama', 'allah', 'bukan', 'juang', 'untuk', 'hawa', 'napsu', 'dan', 'jaya', 'dunia']"
1657,"['di', 'lombok', 'lagi', 'kerja', 'angan', 'angan', 'maksimal', 'dari', 'logistik', 'sampai', 'rawan', 'dll', 'politikus', 'mas', 'mencari', 'kambing', 'hitam', 'uddude', 'moga', 'cepat', 'lalu']"
1658,"['jilaatttt', 'terussss', 'jatah', 'kursi', 'menteri', 'tunggu', 'tapi', 'awas', 'kena', 'php', 'uddudecuddudeuddude']"
1659,"['dudidudidudidu', 'moga', 'benar', 'yang', 'dia', 'sampai', 'asal', 'jangan', 'asal', 'bapak', 'senang']"
1660,"['moga', 'musibah', 'segera', 'lalu']"
1661,"['banyak', 'bencana', 'alam', 'yang', 'seperti', 'biar', 'saja', 'lalu', 'begitu', 'saja', 'seperti', 'tidak', 'ada', 'wajib', 'perintah', 'untuk', 'benar', 'benar', 'sentuh', 'seluruh', 'lapis', 'aspek', 'serta', 'psikologi', 'korban', 'ini', 'bencana', 'sudah', 'jadi', 'sekian', 'lama', 'alangkah', 'bijak', 'tanpa', 'berpikir', 'untung', 'rugi', 'dan', 'demi', 'terap', 'sila', 'ke', 'adil', 'sosial', 'bagi', 'seluruh', 'rakyat', 'indonesia', 'maka', 'baik', 'tetap', 'bagai', 'bencana', 'nasional', 'dan', 'dapat', 'tangan', 'intensif', 'dari', 'perintah']"
1662,"['daerah', 'merah', 'dan', 'hibur', 'malam', 'aman', 'dari', 'gempa', 'senggigi', 'dan', 'sekitar', 'gempa', 'masih', 'bahas', 'mandalika', 'lebih', 'penting', 'turis', 'daripada', 'tanda', 'kuasa', 'allah', 'allah', 'lebih', 'tahu', 'dari', 'tgb', 'moga', 'rakyat', 'ntb', 'beri', 'sabar', 'dan', 'kebaikanaamiin']"
1663,"['kualat', 'lu', 'bos', 'dengan', 'bencana', 'nasional', 'justru', 'bantu', 'akan', 'makin', 'cepat', 'dunia', 'internasional', 'juga', 'akan', 'bantu', 'contoh', 'tsunami', 'di', 'aceh', 'lihat', 'korban', 'nyawa', 'dan', 'luka', 'sudah', 'ratus', 'belum', 'lagi', 'baik', 'infrastruktur', 'kalau', 'bos', 'masih', 'nekat', 'abai', 'kualat', 'kau']"
1664,"['tapi', 'tahu', 'saya', 'kalau', 'tetap', 'jadi', 'bencana', 'nasional', 'maka', 'dana', 'nya', 'yang', 'sedia', 'jauh', 'lebih', 'besar', 'itu', 'dana', 'rakyat', 'kok', 'atau', 'dana', 'nya', 'sudah', 'pakai', 'yang', 'lain', 'sehingga', 'tidak', 'tetap', 'bencana', 'nasional', 'bukan', 'masalah', 'all', 'out', 'atau', 'tidak', 'status', 'bencana', 'itu', 'penting', 'kait', 'dengan', 'dana', 'bencana']"
1665,"['kalo', 'melihat', 'gambar', 'benar', 'juga', 'apa', 'yang', 'di', 'bilang', 'mmd', 'uddudeuddudeuddude']"
1666,"['beliau', 'gubernur', 'dan', 'putra', 'daerah', 'tentu', 'paham', 'sekali', 'kondisi', 'tapi', 'yang', 'perlu', 'gar', 'bawah', 'adalah', 'bahwa', 'ada', 'masyarakat', 'yang', 'dampak', 'langsung', 'bencana', 'ada', 'yang', 'tidak', 'nah', 'yang', 'tidak', 'ini', 'usaha', 'tahan', 'untuk', 'tetap', 'laksana', 'hajat', 'hidup', 'hari', 'dan', 'perintah', 'hanya', 'upaya', 'pasti', 'hal', 'itu', 'tanpa', 'kurang', 'skala', 'bantu', 'yang', 'beri', 'kepada', 'masy', 'yang', 'dampak', 'dan', 'ini', 'musibah', 'gempa', 'bumi', 'yang', 'tidak', 'dapat', 'kira', 'kapan', 'jadi', 'dan', 'mana', 'oleh', 'ahli', 'mana', 'jadi', 'betul', 'kata', 'tgb', 'sabar']"
1667,"['tgb', 'pasti', 'lebih', 'tahu', 'kondisi', 'di', 'lapang']"
1668,"['mengapai', 'skala', 'nasional', 'wong', 'kata', 'bukan', 'bencana', 'nasional']"
1669,"['moga', 'cepat', 'tangan', 'n', 'bagi', 'korban', 'di', 'beri', 'kuat', 'dan', 'tabah']"
1670,"['saya', 'kira', 'tgb', 'lebih', 'paham', 'area']"
1671,"['kuat', 'iman', 'dan', 'mohon', 'ampun', 'pada', 'allah']"
1672,"['citra', 'lagi', 'telah', 'banyak', 'kritik', 'baru', 'sekarang', 'gerak', 'payah']"
1673,"['ratus', 'atau', 'mungkin', 'milyaraan', 'bisa', 'jadi', 'trilyunan', 'biaya', 'untuk', 'infastruktur', 'yang', 'digembar', 'gembor', 'kan', 'untuk', 'bangun', 'sana', 'hanya', 'hancur', 'dalam', 'sekejabkerja', 'kerja', 'kerjasono', 'gih']"
1674,"['ente', 'lagi', 'dagang', 'brongitung', 'untung', 'rugi']"
1675,"['status', 'tidak', 'begitu', 'penting', 'yang', 'penting', 'tangan', 'kalo', 'memang', 'benar', 'status', 'bencana', 'nasional', 'buat', 'kawasan', 'tersebut', 'tutup', 'bagi', 'wisatawan', 'dan', 'hilang', 'mata', 'cahari', 'duduk', 'maka', 'hatihati', 'untuk', 'pemjkw', 'atas', 'tekan', 'zulketua', 'mpr', 'yang', 'rupa', 'musuh', 'politik', 'janganjangan', 'itu', 'jebak', 'batman', 'yang', 'nanti', 'jika', 'status', 'bencana', 'nasional', 'dan', 'dampak', 'lebih', 'buruktinggal', 'sih', 'zul', 'nggebukin', 'pemerintahjkw', 'lgkrn', 'sudah', 'lihat', 'di', 'pidato', 'negara', 'di', 'mpr', 'yang', 'tanpa', 'ilmu', 'pada', 'shg', 'dengan', 'mudah', 'patah', 'oleh', 'smiskrg', 'ini', 'tindak', 'para', 'politis', 'seberang', 'bukan', 'atas', 'nama', 'rakyat', 'tapi', 'yang', 'utama', 'jatuh', 'kerja', 'perintah', 'yang', 'hasilnya', 'mungjkin', 'lebih', 'sengsara', 'rakyatmereka', 'tidak', 'perduliyg', 'penting', 'gantipresiden', 'wujud', 'meski', 'tidak', 'ada', 'jamin', 'bangsa', 'akan', 'lebih', 'baik', 'saya', 'bukan', 'gemar', 'jkw', 'tapi', 'jika', 'caracara', 'yang', 'laku', 'zul', 'cs', 'sebagai', 'dukung', 'prabowo', 'tidak', 'santun', 'dan', 'cenderung', 'fitnah', 'tanpa', 'data', 'dan', 'ilmu', 'yang', 'pada', 'maka', 'antipati', 'yang', 'dapat', 'dari', 'masyarakat']"
1676,"['ini', 'pada', 'mengomong', 'dan', 'saling', 'sindir', 'enggak', 'penting', 'banget', 'bahas', 'kritik', 'perintah', 'lebih', 'baik', 'tindak', 'apa', 'yang', 'bisa', 'kita', 'laku', 'dari', 'pada', 'cuma', 'bisa', 'omong doang', 'saja', 'sudah', 'pada', 'beri', 'bantu', 'belum', 'kepada', 'saudara', 'lombok', 'coba', 'pikir', 'apa', 'tenaga', 'yang', 'sudah', 'kalian', 'keluar', 'untuk', 'saudara', 'kita', 'di', 'lombok', 'jika', 'tidak', 'adaga', 'usah', 'mengomong', 'dan', 'kritik', 'perintah', 'tau', 'apa', 'yang', 'harus', 'ada', 'laku']"
1677,"['ubegitu', 'nyata', 'bencana', 'nasional', 'maka', 'seluruh', 'pulau', 'lombok', 'akan', 'tutup', 'untuk', 'wisatawan', 'dan', 'itu', 'rugi', 'lebih', 'banyak', 'mungkin', 'maksud', 'bencana', 'ya', 'bencana', 'tapi', 'yang', 'masih', 'mau', 'enaena', 'libur', 'di', 'lombok', 'ya', 'silah', 'begitu', 'loh']"
1678,"['ubegitu', 'nyata', 'bencana', 'nasional', 'maka', 'seluruh', 'pulau', 'lombok', 'akan', 'tutup', 'untuk', 'wisatawan', 'dan', 'itu', 'rugi', 'lebih', 'banyak', 'mungkin', 'maksud', 'bencana', 'ya', 'bencana', 'tapi', 'yang', 'masih', 'mau', 'enaena', 'libur', 'di', 'lombok', 'ya', 'silah', 'begitu', 'loh']"
1679,"['kalah', 'sama', 'duit', 'korban', 'sebodo', 'amat', 'kalo', 'solo', 'yang', 'kena', 'cepat', 'kali', 'ya', 'lom', 'bencana', 'juga', 'sudah', 'status', 'bahaya', 'ha', 'ha']"
1680,"['cebong', 'jancooek']"
1681,"['judul', 'sama', 'isi', 'enggak', 'sama', 'loh']"
1682,"['korban', 'gempa', 'lombok', 'hi', 'orang', 'pintar', 'kami', 'tidak', 'butuh', 'status', 'bencana', 'kami', 'tidak', 'butuh', 'komentar', 'kami', 'tidak', 'butuh', 'citra', 'kami', 'tidak', 'butuh', 'politik', 'yang', 'kami', 'butuh', 'hanya', 'dibantudibantudibantu']"
1683,"['ayo', 'pak', 'jokowi', 'yang', 'pada', 'nyinyir', 'di', 'standingin', 'saja', 'pakai', 'mogeh', 'nya']"
1684,"['pray', 'for', 'ntb']"
1685,"['oh', 'hitung', 'ini', 'pancasila', 'ya', 'sila', 'ke', 'adil', 'sosial', 'bagi', 'seluruh', 'rakyat', 'indonesia', 'hanya', 'karena', 'devisa', 'kita', 'tidak', 'buat', 'buah', 'status', 'yang', 'jelas', 'dampak', 'besar', 'bagi', 'masyarakat', 'lombok', 'yang', 'jelas', 'jelas', 'jika', 'tetap', 'cara', 'nasional', 'bukan', 'hanya', 'perintah', 'pusat', 'bahkan', 'negara', 'asing', 'turun', 'tangan', 'bantu', 'masyarakat', 'sana', 'tidak', 'mikir', 'lagi', 'siapa', 'yang', 'bantu', 'yang', 'penting', 'bantu', 'seluruh', 'rata', 'dan', 'cara', 'besar', 'besar']"
1686,"['kasih', 'rakyat', 'indonesia', 'moga', 'dapat', 'pimpin', 'baru', 'yang', 'amanah']"
1687,"['status', 'dipikirkan', 'korban', 'yang', 'dipikirkan']"
1688,"['mungkin', 'menunggu', 'tsunami', 'dulu', 'baru', 'sebut', 'bencana', 'nasional']"
1689,"['ini', 'netapkan', 'status', 'bencana', 'saja', 'perlu', 'kaji', 'larut', 'larut', 'enggak', 'kasihan', 'dengan', 'saudara', 'kita', 'di', 'ntb', 'mereka', 'butuh', 'bantu', 'cepat', 'tanggap', 'dari', 'perintah', 'daerah', 'dan', 'pusat', 'tahun', 'politik', 'kok', 'jadi', 'ajang', 'citra', 'heran', 'saya']"
1690,"['memang', 'kalo', 'di', 'jadi', 'bencana', 'masional', 'terus', 'ekonomi', 'langsung', 'larang', 'semua', 'enggak', 'juga', 'kan', 'ini', 'bencana', 'alam', 'bukan', 'bencana', 'perang', 'dengan', 'jadi', 'bencana', 'nasional', 'maka', 'akan', 'banyak', 'orang', 'yang', 'mau', 'bantu', 'kesana', 'baik', 'dari', 'dalam', 'negeri', 'mau', 'pun', 'mancanegara', 'bukan', 'malah', 'bisa', 'jadi', 'promosi', 'gratis']"
1691,"['ini', 'yang', 'komentar', 'negatif', 'pernah', 'ke', 'lombok', 'enggak', 'lombok', 'itu', 'tanah', 'enggak', 'produktif', 'pulau', 'upa', 'padang', 'rumput', 'lagi', 'kemarau', 'pula', 'satu', 'duit', 'ya', 'dari', 'pariwisata', 'bukan', 'cuma', 'buat', 'pajak', 'perintah', 'tapi', 'juga', 'buat', 'warga', 'sana', 'juga', 'kalau', 'enggak', 'ada', 'wisatawan', 'bagaimana', 'mereka', 'bisa', 'punya', 'duit', 'buat', 'bangun', 'lagi']"
1692,"['bencana', 'nasional', 'atau', 'tidak', 'yang', 'penting', 'tangan', 'bukan', 'status']"
1693,"['kalau', 'kalian', 'yang', 'komentar', 'negatif', 'atas', 'putus', 'negara', 'dan', 'betul', 'kalian', 'yang', 'jadi', 'presiden', 'nya', 'mungkin', 'kalian', 'juga', 'bingung', 'mau', 'mengapai', 'jadi', 'sudah', 'ada', 'yang', 'memikirkan', 'kok', 'kita', 'lihat', 'saja', 'kalau', 'memang', 'duli', 'ya', 'bahu', 'bahu', 'bantu', 'komentar', 'negatif', 'enggak', 'hasil', 'apa', 'apa']"
1694,"['yang', 'komentar', 'nyinyir', 'hanya', 'asal', 'mengomong', 'baca', 'baik', 'berita', 'cok', 'jangan', 'hanya', 'lihat', 'judul']"
1695,"['ini', 'kalo', 'perintah', 'dasar', 'hanya', 'citra', 'mikirnya', 'wisatawan', 'nanti', 'turun', 'sedang', 'warga', 'hilang', 'nyawa', 'keluarga', 'dan', 'rumah', 'olah', 'tidak', 'ada', 'arti']"
1696,"['takut', 'duit', 'negara', 'habis', 'atau', 'mau', 'bikin', 'destinasi', 'wisata', 'bencanalogika', 'yang', 'aneh']"
1697,"['status', 'bencana', 'nasional', 'mungkin', 'bisa', 'jadi', 'jebak', 'ini', 'politik', 'hadap', 'pilpres', 'yang', 'penting', 'tangan']"
1698,"['nyawa', 'manusia', 'ada', 'harga', 'nya', 'ya', 'pak']"
1699,"['moga', 'bencana', 'ini', 'jadi', 'ingat', 'ntb', 'sudah', 'deklarasi', 'destinasi', 'wisata', 'halal', 'tapi', 'lihat', 'di', 'gili', 'trawangan', 'hidup', 'bebas', 'sudah', 'sangat', 'keluar', 'dari', 'kaidah', 'halal', 'mari', 'introspeksi', 'sama', 'moga', 'depan', 'menonton', 'lebih', 'baik', 'dan', 'aman', 'aaamiin']"
1700,"['masih', 'memikirkan', 'wisatawan', 'byuuuh', 'byuuuh']"
1701,"['jangan', 'banyak', 'saran', 'usul', 'butuh', 'bantu', 'nyata', 'kerja', 'nyata', 'bukan', 'janji', 'tni', 'sama', 'rakyat']"
1702,"['kalau', 'tangan', 'seperti', 'bencana', 'nasional', 'ya', 'enggak', 'masalah', 'itu', 'sudah', 'lebih', 'baik', 'memang', 'pariwisata', 'jadi', 'penompang', 'bagi', 'besar', 'masyarakat', 'ntb', 'aktifitas', 'niaga', 'jual', 'beli', 'butuh', 'hari', 'hari', 'juga', 'masih', 'jalan', 'masyarakat', 'dampak', 'di', 'kalau', 'dan', 'lotim', 'yang', 'butuh', 'bantu', 'sembako', 'kalau', 'mataram', 'loteng', 'dan', 'lobar', 'masih', 'beraktifitas', 'kayak', 'biasa', 'jadi', 'pariwisata', 'memang', 'jangan', 'di', 'tutup', 'agar', 'masyarakat', 'masih', 'bisa', 'penuh', 'butuh', 'hari', 'hari', 'sendiri', 'masalah', 'sebar', 'bantu', 'sembako', 'yang', 'masih', 'kurang', 'rata', 'akibat', 'kendala', 'medan']"
1703,"['ini', 'baru', 'top', 'markotop', 'ditanganin', 'seperti', 'bencana', 'nasional', 'enggak', 'butuh', 'status', 'malah', 'akan', 'rugi', 'ntb', 'lanjut', 'jadi', 'yang', 'bukan', 'ahli', 'jangan', 'asal', 'ngomporin', 'saja', 'kasihan', 'rakyat']"
1704,"['yang', 'penting', 'tangan', 'sudah', 'sangat', 'baik', 'semua', 'aspek', 'perhati']"
1705,"['pada', 'enggak', 'baca', 'ya', 'tangan', 'seperti', 'becanda', 'nasional', 'kok', 'pada', 'nyinyir', 'semua', 'sih']"
1706,"['kok', 'malah', 'timbang', 'untung', 'rugi', 'dari', 'materi', 'enggak', 'penting', 'nyawa']"
1707,"['utakut', 'hilang', 'dunia', 'pasu', 'negara', 'dengan', 'mengeyampingkan', 'selamat', 'masyarakat', 'ntb', 'naudzubillah']"
1708,"['moga', 'jakarta', 'utama', 'spesifik', 'istana', 'negara', 'kena', 'apakah', 'itu', 'nanti', 'masih', 'belum', 'masuk', 'bencana', 'nasional', 'apa', 'tidak', 'kita', 'tunggu', 'saja']"
1709,"['istighfar', 'pak', 'sekarang', 'sudah', 'banyak', 'korban', 'nyawa', 'dan', 'materi', 'tapi', 'kalian', 'masih', 'banding', 'dengan', 'rugi', 'yang', 'sifat', 'duniawi', 'moga', 'allah', 'beri', 'hidayah', 'kepada', 'kalian', 'kuasa', 'bukan', 'hukum', 'yang', 'justru', 'beri', 'allah']"
1710,"['masih', 'saja', 'memikirkan', 'untung', 'atas', 'bencana']"
1711,"['dan', 'sekarang', 'masih', 'ada', 'orang', 'nekat', 'yang', 'berani', 'wisata', 'sana', 'karena', 'bukan', 'bencana', 'nasional', 'itu', 'yang', 'di', 'pikir']"
1712,"['lebih', 'pilih', 'untung', 'daripada', 'nasib', 'warga', 'lombok']"
1713,"['mukidi', 'lebih', 'sibuk', 'menonton', 'asi', 'games', 'daripada', 'mengurus', 'bencana', 'lombok']"
1714,"['jangan', 'menunggu', 'gempa', 'lebih', 'besar', 'lagi', 'politik', 'terus']"
1715,"['rakyat', 'kita', 'juta', 'jiwa', 'kali', 'rp', 'milliar', 'enggak', 'usah', 'menunggu', 'bantu', 'dari', 'luar', 'mari', 'semua', 'saudara', 'kita', 'bantu', 'saudara', 'kita', 'di', 'lombok', 'moga', 'allah', 'swt', 'senantiasa', 'rahmat', 'kita', 'semua']"
1716,"['harus', 'jadi', 'bencana', 'nasional', 'lu', 'kira', 'gempa', 'cuma', 'sekali', 'kali', 'sudah', 'tubi', 'skala', 'nya', 'juga', 'gede', 'sampai', 'angka', 'perintah', 'mau', 'menunggu', 'apa', 'lagi', 'ini', 'shrusnya', 'presiden', 'juga', 'bisa', 'nyata', 'status', 'lebih', 'cepat', 'baru', 'ini', 'kemarin', 'sr', 'datang', 'kembali', 'please', 'buka', 'mata', 'hati', 'dan', 'nurani', 'bukan', 'soal', 'rugi', 'turis', 'enggak', 'datang', 'ke', 'bal', 'atau', 'lombok', 'yang', 'nama', 'bencana', 'urus', 'korban', 'jiwa']"
1717,"['nanang', 'korban', 'dan', 'dampak', 'gempa', 'lombok', 'sudah', 'sangat', 'maksimal', 'oleh', 'perintah', 'daerah', 'dan', 'pusat', 'dan', 'saat', 'ini', 'baik', 'pemkab', 'lombok', 'utara', 'n', 'pemprov', 'ntb', 'tidak', 'lumpuhpersoalan', 'distribusi', 'yang', 'belum', 'rata', 'itu', 'kendala', 'lapang', 'ingat', 'aulitnya', 'medan', 'di', 'beberapa', 'tempat', 'menteri', 'uang', 'sudah', 'siap', 'anggar', 'recovery', 'sekalipun', 'belum', 'tetap', 'bagai', 'bencana', 'nasional', 'perhati', 'pemerintaj', 'pusat', 'sangat', 'maksimal', 'oh', 'ya', 'hnw', 'sudah', 'kunjung', 'korban', 'gempa', 'belum']"
1718,"['maha', 'tau', 'netizen', 'dengan', 'segala', 'songong', 'status', 'apa', 'tangan', 'yang', 'lebih', 'penting', 'mikir', 'saja', 'sendiri']"
1719,"['sudah', 'ada', 'kriteria', 'jelas', 'tidak', 'skala', 'nasional', 'cukup', 'dengan', 'inpres']"
1720,"['duit', 'kagak', 'ada', 'duit', 'kagak', 'ada', 'dipakai', 'buat', 'bayar', 'stunt', 'men', 'buzzer', 'gkgk']"
1721,"['maklum', 'dana', 'nya', 'sudah', 'habis', 'buat', 'bikin', 'jalan', 'tol']"
1722,"['hnw', 'cuma', 'koar', 'doang', 'memang', 'lu', 'sudah', 'sono', 'sudah', 'nyumbang', 'belum']"
1723,"['korban', 'jiwa', 'sudah', 'banyak', 'korban', 'materi', 'apalagi', 'kenapa', 'tidak', 'jadi', 'status', 'bencana', 'nasional', 'memang', 'apa', 'yang', 'salah', 'dengan', 'bencana', 'nasional', 'takut', 'elektabilitas', 'kah', 'atau', 'tidak', 'punya', 'uang', 'untuk', 'tanggulang', 'jika', 'jadi', 'bencana', 'nasional', 'bukan', 'uang', 'ada', 'hanya', 'masalah', 'mau', 'apa', 'tidak']"
1724,"['nanti', 'kalo', 'sudah', 'rata', 'sama', 'tanah', 'semua']"
1725,"['lombok', 'bencana', 'nasional']"
1726,"['presiden', 'lagi', 'asik', 'citra', 'buat', 'milu', 'pakai', 'sewa', 'stuntman', 'segala']"
1727,"['bagi', 'saya', 'orang', 'yang', 'tinggal', 'di', 'lombok', 'apa', 'buta', 'tidak', 'penting', 'yang', 'penting', 'korban', 'yang', 'isolir', 'segera', 'di', 'tangan', 'itu', 'saja']"
1728,"['para', 'netizen', 'waktu', 'dan', 'tempat', 'sila']"
1729,"['mengapa', 'harus', 'belit', 'untuk', 'tolong', 'saudara', 'kita', 'sama', 'warga', 'nkri']"
1730,"['apa', 'mesti', 'menunggu', 'jumlah', 'korbn', 'lebih', 'banyak', 'begitu']"
1731,"['tidak', 'bisa', 'sekarang', 'karena', 'sedang', 'ada', 'asi', 'games', 'mungkin', 'nanti', 'jelang', 'pilpres']"
1732,"['nurani', 'sudah', 'hilang', 'perintah', 'lebih', 'mentingin', 'mengeluarkan', 'duit', 'buat', 'stuntman', 'banding', 'dengan', 'korban', 'gempa']"
1733,"['ngawur', 'anda']"
1734,"['yang', 'penting', 'tangan', 'nya', 'pak', 'masalah', 'apabila', 'sudah', 'tetap', 'menjadi', 'bencana', 'nasional', 'maka', 'seluruh', 'wilayah', 'ntb', 'dan', 'sekitar', 'tutup', 'untuk', 'wisatawan', 'asing', 'maupun', 'domestik', 'sedangkan', 'itu', 'tumpu', 'utama', 'ntb', 'apakah', 'anda', 'pikir', 'itu', 'semua', 'apalag', 'arti', 'tetap', 'bencana', 'nasional', 'tapi', 'enggak', 'serius', 'tangan', 'nya', 'lihat', 'gubernur', 'dan', 'presiden', 'sudah', 'serius', 'memperhtikan', 'musibah', 'ini']"
1735,"['bencana', 'nasional', 'karena', 'wakil', 'rakyat', 'pada', 'korupsiiii']"
1736,"['gue', 'sumpahin', 'nih', 'orang', 'hidung', 'makin', 'pesek', 'kayaknya', 'syrik', 'banget', 'sama', 'jokowi']"
1737,"['henti', 'derita', 'saya', 'ada', 'lombok', 'di', 'jadi', 'politik', 'apa', 'tidak', 'cukup', 'gubernur', 'kami', 'wakil', 'ucap', 'mari', 'jangn', 'saling', 'salah', 'ayok', 'kalo', 'mau', 'bantu', 'ayok', 'sama', 'sama', 'kita', 'ini', 'saudara', 'se', 'tanah', 'air', 'satu', 'indonesia']"
1738,"['ketika', 'tuhan', 'dan', 'bencana', 'mjd', 'alat', 'untuk', 'serang', 'lawan', 'politik', 'nice', 'banget']"
1739,"['apakah', 'bapak', 'hnw', 'sudah', 'pernah', 'kesana', 'dan', 'beri', 'bantu']"
1740,"['bencana', 'nasional', 'sama', 'dengan', 'tekor']"
1741,"['status', 'bencana', 'nasional', 'ada', 'standardnya', 'ayo', 'mari', 'sama', 'sama', 'politisasi', 'gempa', 'lombok', 'untu', 'kampanye', 'hitam', 'ke', 'perintah']"
1742,"['buka', 'mata', 'hati', 'maksud', 'apa', 'bosapakah', 'pak', 'jokow', 'ada', 'tolak', 'ikut', 'atur', 'nya', 'sajakalau', 'sudah', 'penuh', 'syarar', 'bencana', 'nasionalpasti', 'akan', 'tetap', 'juga', 'orang', 'ini', 'lihat', 'maksa', 'tiap', 'mengasih', 'sarananda', 'sendiri', 'sumbangsih', 'apa', 'ke', 'bencana', 'lombokjangan', 'belum', 'ada', 'sama', 'sekali', 'lhokunjung', 'apalagi']"
1743,"['politisasi', 'saja', 'terus']"
1744,"['yaelah', 'banyak', 'nya', 'bencana', 'pak', 'e', 'di', 'indonesia', 'ini', 'biasa', 'saja', 'kali', 'enggak', 'usah', 'menyerang', 'perintah', 'terus', 'belum', 'tentu', 'kalau', 'pihak', 'situ', 'yang', 'jadi', 'presiden', 'bisa', 'tanggap', 'kayak', 'jokowi', 'skrgblm', 'tentu', 'indonesia', 'lebih', 'baik', 'yang', 'ada', 'kacau', 'itu', 'contoh', 'nya', 'jakarta']"
1745,"['ini', 'mah', 'koar', 'nya', 'hnw', 'saja', 'biasa', 'lah', 'mau', 'pilpres', 'semua', 'juga', 'di', 'kejar', 'sampai', 'ada', 'bencana', 'alam', 'juga', 'dipke', 'buat', 'manjatuhkan', 'pak', 'dek', 'rakyat', 'sudah', 'pintar', 'urus', 'begini', 'enggak', 'perlu', 'diajari', 'jokowi', 'sudah', 'tau', 'apa', 'yang', 'harus', 'laku', 'pasti', 'dilakukakn', 'yang', 'maksimal', 'baik', 'buat', 'rakyat', 'kira', 'lagi', 'acara', 'asi', 'games', 'terus', 'enggak', 'merthatiin', 'begitu', 'wow']"
1746,"['jokowi', 'kapan', 'benar', 'nya', 'sih', 'mata', 'hnw', 'dan', 'antek', 'antek', 'pks', 'uddude', 'benar', 'nya', 'saja', 'salah', 'apalagi', 'salah', 'nya', 'uddude']"
1747,"['presiden', 'lagi', 'sibuk', 'menonton', 'asi', 'games', 'sama', 'muter', 'video', 'dia', 'naik', 'moge']"
1748,"['main', 'sentiment', 'agama', 'untuk', 'politik']"
1749,"['yang', 'pada', 'komen', 'sini', 'mending', 'ke', 'lombok', 'jadi', 'rawan', 'jangan', 'koar', 'doang']"
1750,"['justru', 'anda', 'pak', 'wahid', 'meminta', 'ini', 'karena', 'ada', 'kait', 'dengan', 'semua', 'bisa', 'goreng', 'kalo', 'dari', 'awal', 'tetap', 'pun', 'anda', 'pasti', 'kritik', 'juga', 'citra', 'lah', 'apa', 'lah']"
1751,"['politisasi', 'bencana', 'atau', 'bencana', 'politisasi', 'neeh']"
1752,"['ini', 'wakil', 'rakyat', 'paling', 'enggak', 'guna', 'cuma', 'bisa', 'menyalahkan', 'sana', 'sini', 'demi', 'penting', 'politik', 'bencana', 'pun', 'catut']"
1753,"['pks', 'guna', 'susah', 'korban', 'gempa', 'untuk', 'serang', 'lawan', 'politik', 'malu']"
1754,"['kalo', 'pemdanya', 'masih', 'mampu', 'tangan', 'kenapa', 'harus', 'jadi', 'bencana', 'nasional', 'perintah', 'itu', 'tunggu', 'pemda', 'untuk', 'meminta', 'bukan', 'asal', 'rubah', 'status']"
1755,"['lagi', 'sibuk', 'menonton', 'asi', 'gamesuddude']"
1756,"['mau', 'nasional', 'mau', 'enggak', 'itu', 'bencana', 'di', 'indonesia', 'harus', 'cepat', 'di', 'bantu', 'jangan', 'cuma', 'berkoarkoar', 'persaudran', 'kalo', 'membantu', 'saudara', 'bangsa', 'menunggu', 'di', 'sorot', 'media']"
1757,"['gue', 'yakin', 'kalau', 'jokowi', 'dari', 'awal', 'tetap', 'bencana', 'nasional', 'pasti', 'kritik', 'lho', 'ini', 'pemda', 'masih', 'bisa', 'tangan', 'kok', 'tetap', 'bencana', 'nasional', 'mau', 'milu', 'citra', 'ya']"
1758,"['gempa', 'jogja', 'ada', 'ribu', 'orang', 'tewas', 'itu', 'belum', 'sebut', 'tetap', 'bencana', 'nasional', 'bencana', 'nasional', 'akhir', 'tetap', 'adalah', 'gempa', 'dan', 'tsunami', 'aceh', 'dengan', 'ribu', 'korban', 'jiwa']"
1759,"['hnw', 'selalu', 'salah', 'mata', 'cebong']"
1760,"['bukan', 'sudah', 'foto', 'ada', 'depan', 'rumah', 'yang', 'ambruk']"
